item_id,warehouse,gender,item_category,brand_tier_group,listing_price,item_listing_date,item_purchase_date,item_accepted_or_rejected,merch_station_time,itemization_station_time,photo_station_time,qa_time
67120046,DC03,women,One Piece,3-Premium,45.99,2020-02-12,,accepted,28,108,173,0
66888598,DC04,women,Shorts,2-Mass,11.99,2020-02-08,,accepted,39,38,38,0
66375611,DC05,kids,Shorts,1-Value,,,,rejected,39,25,0,0
66401822,DC03,women,Vest,2-Mass,22.99,2020-02-01,,accepted,31,77,111,3
65934583,DC04,women,Sweaters,1-Value,15.99,2020-01-25,,accepted,42,27,54,0
67233876,DC02,women,Pants,1-Value,,,,accepted,65,76,176,0
65136482,DC03,women,Tops & Blouses & Shirts,2-Mass,9.99,2020-01-11,2020-01-11,accepted,22,29,25,5
66250082,DC05,women,Active Tops,3-Premium,23.99,2020-01-31,2020-02-08,accepted,52,113,43,0
66865142,DC05,women,Tops & Blouses & Shirts,2-Mass,,,,rejected,51,60,0,0
66860876,DC04,women,Shoes,2-Mass,28.99,2020-02-08,,accepted,26,36,58,0
64753366,DC02,women,Tops & Blouses & Shirts,2-Mass,18.99,2020-01-05,,accepted,25,44,51,0
65185351,DC05,women,Tops & Blouses & Shirts,2-Mass,7.99,2020-01-14,2020-01-14,accepted,25,33,39,0
65579083,DC03,women,Sweaters,2-Mass,10.99,2020-01-17,2020-01-17,accepted,16,35,48,0
64687089,DC05,women,,,,,,rejected,31,222,0,0
66917237,DC02,women,Pants,2-Mass,9.99,2020-02-08,,accepted,30,70,209,0
66505236,DC02,kids,Dresses,,10.99,2020-02-02,,accepted,14,20,57,0
65834478,DC05,women,Active Tops,1-Value,7.99,2020-01-25,,accepted,31,32,71,0
65995812,DC05,women,Tops & Blouses & Shirts,1-Value,5.99,2020-01-26,,accepted,26,46,85,0
64732625,DC05,women,Tops & Blouses & Shirts,4-Designer,38.99,2020-01-10,,accepted,57,40,70,0
66523984,DC02,women,Skirts & Skorts,1-Value,,,,rejected,24,161,0,0
65012392,DC02,kids,Tees & Tanks,3-Premium,10.99,2020-01-09,2020-01-17,accepted,30,39,85,0
66489749,DC03,women,Jeans,1-Value,17.99,2020-02-04,2020-02-04,accepted,31,63,74,6
64835908,DC03,women,Tops & Blouses & Shirts,2-Mass,10.99,2020-01-07,2020-01-28,accepted,19,62,150,3
65452133,DC05,women,Shoes,3-Premium,35.99,2020-01-18,,accepted,53,52,101,0
66146813,DC02,women,Boots,2-Mass,44.99,2020-01-29,,accepted,189,58,111,0
64926588,DC02,women,Active Pants,2-Mass,17.99,2020-01-09,2020-01-09,accepted,44,41,82,0
67273084,DC05,women,Shoes,2-Mass,,,,rejected,51,40,0,0
65103368,DC05,women,Shoes,2-Mass,28.99,2020-01-11,,accepted,31,177,59,0
65802768,DC05,women,Dresses,4-Designer,36.99,2020-01-30,,accepted,50,46,39,0
66966796,DC05,women,Tops & Blouses & Shirts,2-Mass,9.99,2020-02-09,,accepted,20,44,35,0
67108684,DC02,women,Tops & Blouses & Shirts,1-Value,8.99,2020-02-12,,accepted,45,38,78,0
66944089,DC02,women,Coats & Jackets,2-Mass,36.99,2020-02-08,,accepted,23,26,70,0
65889286,DC02,women,,1-Value,,,,rejected,31,35,0,0
66609049,DC03,women,Skirts & Skorts,1-Value,,,,rejected,30,37,0,0
64797903,DC03,women,Handbags,2-Mass,17.99,2020-01-08,2020-01-08,accepted,25,102,245,8
67045815,DC03,women,Pants,1-Value,18.99,2020-02-12,,accepted,23,61,69,2
65589430,DC02,women,Skirts & Skorts,1-Value,8.99,2020-01-18,2020-01-18,accepted,29,49,123,0
66721759,DC02,women,Handbags,4-Designer,,,,rejected,30,34,0,0
66959932,DC05,women,Sweaters,4-Designer,35.99,2020-02-08,,accepted,42,48,31,0
65731067,DC05,women,Dresses,3-Premium,23.99,2020-01-28,,accepted,36,90,48,0
65128056,DC03,women,Sweaters,2-Mass,18.99,2020-01-11,,accepted,34,31,424,0
66412322,DC04,women,Sweaters,2-Mass,15.99,2020-02-01,,accepted,28,35,59,0
67193447,DC03,kids,One Piece,1-Value,,,,rejected,22,22,0,0
66820795,DC02,women,Dresses,1-Value,14.99,2020-02-07,,accepted,29,66,82,0
64779068,DC03,women,Sweaters,3-Premium,34.99,2020-01-08,,accepted,13,36,41,0
65871931,DC04,women,Dresses,2-Mass,,,,rejected,24,35,68,0
67008986,DC03,women,Tops & Blouses & Shirts,2-Mass,17.99,2020-02-11,,accepted,23,51,26,2
65435573,DC03,women,Tops & Blouses & Shirts,1-Value,8.99,2020-01-17,,accepted,24,24,30,0
65904148,DC05,women,Shoes,4-Designer,53.99,2020-01-28,2020-02-04,accepted,61,86,47,0
65204010,DC02,kids,Dresses,,,,,rejected,36,40,0,0
64695264,DC02,women,Coats & Jackets,3-Premium,22.99,2020-01-04,,accepted,15,46,114,0
67096687,DC05,women,,,,,,rejected,17,23,0,0
66629813,DC02,women,Tops & Blouses & Shirts,3-Premium,21.99,2020-02-05,,accepted,21,52,20,0
65757319,DC04,women,Tops & Blouses & Shirts,2-Mass,8.99,2020-01-22,,accepted,19,31,30,0
66027347,DC03,women,Skirts & Skorts,2-Mass,12.99,2020-01-28,,accepted,42,41,62,4
66274007,DC05,women,Tees & Tanks,1-Value,,,,rejected,21,62,0,0
65658561,DC04,women,Tops & Blouses & Shirts,1-Value,9.99,2020-01-22,,accepted,32,49,37,0
66002709,DC02,women,Shoes,2-Mass,34.99,2020-01-25,,accepted,21,48,33,0
67002923,DC05,women,Dresses,1-Value,10.99,2020-02-11,,accepted,27,44,28,0
66353945,DC04,women,Tops & Blouses & Shirts,1-Value,16.99,2020-01-31,,accepted,18,24,32,0
66455743,DC02,women,,,,,,rejected,24,35,0,0
66432635,DC05,women,Tops & Blouses & Shirts,2-Mass,11.99,2020-02-01,,accepted,24,77,30,0
65562660,DC02,women,Tees & Tanks,3-Premium,11.99,2020-01-18,2020-01-21,accepted,14,43,22,0
66233928,DC02,women,Dresses,2-Mass,51.99,2020-01-30,,accepted,34,103,154,0
65150789,DC02,kids,Tees & Tanks,,,,,rejected,24,25,0,0
66160969,DC02,women,Jeans,1-Value,15.99,2020-01-30,,accepted,57,66,122,0
67056816,DC02,women,Pants,2-Mass,11.99,2020-02-11,,accepted,27,48,33,0
65517359,DC02,women,Boots,4-Designer,,,,rejected,12,33,0,0
65896527,DC03,women,Tops & Blouses & Shirts,1-Value,6.99,2020-01-24,,accepted,9,31,76,2
67308641,DC04,women,Tees & Tanks,1-Value,,,,accepted,19,31,65,0
66039090,DC05,women,Tops & Blouses & Shirts,1-Value,14.99,2020-01-29,2020-02-04,accepted,33,44,58,0
65721812,DC04,women,Tops & Blouses & Shirts,1-Value,9.99,2020-01-21,,accepted,27,40,53,0
65354513,DC05,women,Skirts & Skorts,2-Mass,12.99,2020-01-17,2020-01-20,accepted,25,46,42,0
65158864,DC04,women,Coats & Jackets,1-Value,18.99,2020-01-11,2020-01-14,accepted,113,23,127,0
66024372,DC02,women,Boots,1-Value,23.99,2020-01-26,,accepted,141,97,129,0
65720258,DC04,women,Dresses,1-Value,11.99,2020-01-21,,accepted,31,25,35,0
66999191,DC05,women,Skirts & Skorts,3-Premium,,,,accepted,13,40,57,0
66269195,DC05,women,Tees & Tanks,1-Value,11.99,2020-01-30,,accepted,48,39,48,0
65841823,DC02,kids,Dresses,3-Premium,16.99,2020-01-23,,accepted,21,29,120,0
65549497,DC05,women,Tops & Blouses & Shirts,2-Mass,8.99,2020-01-18,,accepted,36,50,58,0
66102072,DC03,women,,1-Value,,,,rejected,16,16,0,0
66308938,DC05,women,Sweaters,3-Premium,27.99,2020-01-31,,accepted,45,38,41,0
67333528,DC02,women,Skirts & Skorts,1-Value,,,,rejected,29,66,59,0
65344973,DC04,women,Boots,3-Premium,47.99,2020-01-17,2020-01-18,accepted,37,40,68,0
66760171,DC05,kids,Dresses,1-Value,8.99,2020-02-07,2020-02-08,accepted,22,39,56,0
65687539,DC05,women,Jeans,2-Mass,10.99,2020-01-23,2020-01-24,accepted,34,146,55,0
65663824,DC02,kids,Jeans,1-Value,9.99,2020-01-19,,accepted,22,19,50,0
64810547,DC03,kids,Jeans,,21.99,2020-01-07,,accepted,24,43,58,0
66419653,DC02,women,Sweaters,2-Mass,22.99,2020-02-01,,accepted,37,56,60,0
66651157,DC02,women,Leggings,2-Mass,12.99,2020-02-05,2020-02-06,accepted,30,80,141,0
66660425,DC04,women,Sweaters,1-Value,10.99,2020-02-06,,accepted,12,36,32,0
66893224,DC04,women,Dresses,3-Premium,28.99,2020-02-08,,accepted,22,36,65,0
66585959,DC02,women,,2-Mass,,,,rejected,154,49,0,0
66668218,DC03,kids,Dresses,,11.99,2020-02-05,2020-02-07,accepted,52,35,79,9
65051869,DC02,women,Shoes,1-Value,12.99,2020-01-10,2020-02-08,accepted,11,60,44,0
66675069,DC02,women,,,,,,rejected,16,25,0,0
66288202,DC04,women,Tops & Blouses & Shirts,1-Value,17.99,2020-01-30,,accepted,14,23,38,0
64973554,DC02,women,Blazers,3-Premium,49.99,2020-01-09,,accepted,25,47,397,0
64967441,DC04,women,Dresses,1-Value,14.99,2020-01-09,,accepted,20,21,53,0
66306924,DC03,women,Sweaters,1-Value,9.99,2020-01-31,,accepted,26,26,155,0
65135868,DC02,women,Sweaters,1-Value,13.99,2020-01-11,,accepted,32,74,43,0
65458050,DC02,kids,Tops & Blouses & Shirts,1-Value,8.99,2020-01-17,2020-01-24,accepted,18,38,36,0
65300630,DC02,women,Boots,1-Value,23.99,2020-01-15,2020-01-24,accepted,105,47,97,0
67315514,DC03,kids,Coats & Jackets,2-Mass,,,,rejected,21,30,41,0
64936821,DC05,kids,Sweaters,1-Value,10.99,2020-01-09,,accepted,18,38,59,0
65390206,DC04,women,Jeans,1-Value,8.99,2020-01-16,2020-01-17,accepted,38,43,42,0
64982922,DC05,women,Tops & Blouses & Shirts,2-Mass,15.99,2020-01-09,2020-01-09,accepted,21,55,105,0
66263365,DC05,women,Dresses,1-Value,13.99,2020-01-30,,accepted,29,55,41,0
66358062,DC05,women,Tees & Tanks,1-Value,11.99,2020-01-31,,accepted,35,55,40,0
65067595,DC05,women,Tops & Blouses & Shirts,1-Value,9.99,2020-01-11,,accepted,22,55,36,0
67114692,DC05,women,Tees & Tanks,1-Value,5.99,2020-02-13,,accepted,18,34,128,0
65372642,DC03,women,Tops & Blouses & Shirts,2-Mass,11.99,2020-01-16,,accepted,20,48,413,3
66966982,DC05,women,Jeans,2-Mass,19.99,2020-02-11,,accepted,20,149,92,0
65832057,DC05,kids,Pants,,10.99,2020-01-24,2020-02-11,accepted,30,31,145,0
66115829,DC03,women,One Piece,1-Value,24.99,2020-01-29,,accepted,15,30,311,9
65891776,DC03,women,Jeans,1-Value,18.99,2020-01-28,,accepted,27,84,291,23
67212176,DC02,kids,,1-Value,,,,rejected,25,13,0,0
65337996,DC02,women,Dresses,2-Mass,17.99,2020-01-15,,accepted,69,94,23,0
66605502,DC02,women,In the bag,4-Designer,45.99,2020-02-11,,accepted,25,337,162,10
65686972,DC03,women,Sweatshirts & Fleece,2-Mass,23.99,2020-01-21,,accepted,23,40,66,0
66638940,DC04,women,Handbags,1-Value,22.99,2020-02-05,,accepted,22,35,43,0
66737175,DC02,women,Swim,1-Value,6.99,2020-02-06,,accepted,41,26,71,0
66634871,DC02,women,One Piece,1-Value,26.99,2020-02-05,,accepted,102,117,85,0
66213315,DC03,women,Tops & Blouses & Shirts,2-Mass,,,,rejected,23,96,0,0
66532798,DC05,women,Shoes,2-Mass,,,,rejected,29,40,0,0
66250987,DC02,women,Dresses,3-Premium,33.99,2020-01-30,,accepted,32,46,150,0
64863981,DC03,women,Active Pants,1-Value,9.99,2020-01-10,,accepted,24,35,39,3
66252656,DC02,women,Dresses,3-Premium,36.99,2020-01-30,,accepted,45,54,181,0
65607188,DC03,women,Skirts & Skorts,3-Premium,32.99,2020-01-18,2020-01-21,accepted,29,43,116,4
67002967,DC02,women,Dresses,2-Mass,17.99,2020-02-11,,accepted,36,56,20,0
67297277,DC02,women,Skirts & Skorts,4-Designer,,,,rejected,16,36,49,0
66400462,DC04,kids,Active Pants,1-Value,11.99,2020-01-31,,accepted,20,18,49,0
66368493,DC05,women,Jeans,3-Premium,15.99,2020-02-01,,accepted,21,61,39,0
66005064,DC05,women,Tops & Blouses & Shirts,2-Mass,9.99,2020-01-26,2020-01-26,accepted,33,87,44,0
64929832,DC03,women,,,,,,rejected,21,195,0,0
66881188,DC02,women,Sweaters,1-Value,15.99,2020-02-08,2020-02-08,accepted,66,29,120,0
65905436,DC02,women,Sweaters,2-Mass,14.99,2020-01-24,,accepted,35,46,76,0
64788164,DC05,women,Sweaters,4-Designer,44.99,2020-01-07,,accepted,24,56,69,0
66410432,DC02,women,,1-Value,,,,rejected,16,49,0,0
66676007,DC02,women,Jeans,1-Value,22.99,2020-02-06,,accepted,28,48,31,0
65302178,DC04,kids,Cover up,1-Value,,,,rejected,18,26,0,0
64891248,DC03,women,Leggings,1-Value,10.99,2020-01-08,,accepted,27,37,22,3
66620205,DC05,kids,Tops & Blouses & Shirts,,6.99,2020-02-05,,accepted,22,46,30,0
64773711,DC05,women,Shoes,1-Value,9.99,2020-01-07,2020-01-18,accepted,29,38,32,0
65077716,DC05,women,Tees & Tanks,1-Value,8.99,2020-01-11,2020-01-29,accepted,10,39,42,0
66897826,DC05,women,Scarves & Wraps,1-Value,,,,rejected,13,34,0,0
66222929,DC05,women,Boots,3-Premium,83.99,2020-01-30,,accepted,39,70,50,0
65569555,DC04,women,Dresses,1-Value,16.99,2020-01-18,,accepted,22,29,42,0
65754857,DC04,women,,1-Value,,,,rejected,24,24,0,0
67278518,DC04,women,One Piece,3-Premium,,,,accepted,29,28,169,0
67098118,DC02,women,Active Pants,1-Value,12.99,2020-02-12,,accepted,40,42,244,0
66518434,DC02,kids,Tees & Tanks,,,,,rejected,17,33,0,0
65170661,DC05,kids,Tees & Tanks,,4.99,2020-01-15,2020-01-18,accepted,23,19,34,0
65602693,DC05,kids,Tees & Tanks,2-Mass,5.99,2020-01-18,,accepted,18,62,34,0
66592848,DC04,women,Jeans,1-Value,9.99,2020-02-05,,accepted,31,74,35,0
65508340,DC02,women,Pants,3-Premium,24.99,2020-01-18,,accepted,21,54,95,0
65078672,DC02,women,Tops & Blouses & Shirts,2-Mass,29.99,2020-01-11,2020-01-14,accepted,64,68,57,0
67250532,DC04,women,Leggings,1-Value,,,,accepted,12,40,54,0
66419026,DC05,women,Tops & Blouses & Shirts,1-Value,12.99,2020-02-01,,accepted,23,68,55,0
64798715,DC05,women,Tops & Blouses & Shirts,2-Mass,13.99,2020-01-07,2020-01-31,accepted,15,46,62,0
65072350,DC03,women,Skirts & Skorts,2-Mass,14.99,2020-01-10,,accepted,17,59,44,23
64820287,DC03,women,Tops & Blouses & Shirts,2-Mass,17.99,2020-01-07,,accepted,29,47,32,0
66851133,DC04,kids,Dresses,,9.99,2020-02-08,,accepted,18,29,39,0
65142363,DC02,women,Tees & Tanks,1-Value,,,,rejected,45,44,0,0
66853804,DC03,women,Tops & Blouses & Shirts,1-Value,,,,rejected,27,31,0,0
64987039,DC04,women,Active Tops,3-Premium,31.99,2020-01-09,,accepted,19,27,79,0
65056924,DC05,women,Pants,1-Value,22.99,2020-01-14,,accepted,19,91,57,0
64719093,DC05,kids,Shoes,,10.99,2020-01-04,2020-02-06,accepted,42,144,68,0
65848914,DC05,women,Skirts & Skorts,1-Value,5.99,2020-01-25,,accepted,23,45,13,0
65297144,DC05,women,Sweaters,2-Mass,22.99,2020-01-15,2020-01-15,accepted,19,43,52,0
67118154,DC05,women,Tops & Blouses & Shirts,2-Mass,,,,rejected,842,62,72,0
66348859,DC02,kids,Swim,1-Value,6.99,2020-01-31,,accepted,21,39,37,0
65506082,DC02,women,Coats & Jackets,1-Value,,,,rejected,21,34,0,0
66109117,DC02,women,Tops & Blouses & Shirts,2-Mass,22.99,2020-01-29,2020-01-29,accepted,39,37,28,0
65670794,DC05,women,Sweaters,1-Value,19.99,2020-01-22,,accepted,22,19,65,0
66695601,DC04,women,Pants,1-Value,11.99,2020-02-06,,accepted,22,48,69,0
64735452,DC04,women,Cover up,2-Mass,,,,rejected,27,60,0,0
66480119,DC02,women,Pants,1-Value,12.99,2020-02-01,,accepted,23,42,33,0
64982118,DC03,women,Jeans,1-Value,14.99,2020-01-11,,accepted,27,49,26,4
67189839,DC05,women,Tees & Tanks,1-Value,,,,rejected,30,319,393,0
65622371,DC02,kids,Coats & Jackets,1-Value,,,,rejected,20,20,0,0
66518146,DC05,women,Active Pants,2-Mass,15.99,2020-02-05,,accepted,25,47,39,0
66154714,DC02,women,Sweaters,3-Premium,25.99,2020-01-28,,accepted,16,36,83,0
65110822,DC04,women,Skirts & Skorts,2-Mass,13.99,2020-01-11,2020-02-04,accepted,24,36,61,0
65399909,DC02,women,Active Tops,3-Premium,29.99,2020-01-17,2020-01-18,accepted,23,66,19,0
65812023,DC03,women,Dresses,2-Mass,16.99,2020-01-24,2020-02-08,accepted,29,55,75,2
65456240,DC03,women,Tops & Blouses & Shirts,2-Mass,10.99,2020-01-17,,accepted,18,40,40,4
64959877,DC02,women,Leggings,2-Mass,9.99,2020-01-09,,accepted,75,70,64,0
66460311,DC03,kids,Tops & Blouses & Shirts,,,,,rejected,29,24,0,0
65765614,DC05,women,Tops & Blouses & Shirts,3-Premium,,,,rejected,26,61,37,0
64859391,DC02,women,Dresses,1-Value,,,,rejected,43,96,90,0
66717092,DC02,women,Tops & Blouses & Shirts,1-Value,12.99,2020-02-06,,accepted,19,28,71,0
64738003,DC04,women,Skirts & Skorts,1-Value,13.99,2020-01-07,2020-02-05,accepted,36,32,22,0
64830846,DC04,kids,Coats & Jackets,1-Value,17.99,2020-01-08,,accepted,26,34,63,0
65905781,DC05,women,Tops & Blouses & Shirts,2-Mass,17.99,2020-01-24,,accepted,20,83,53,0
66562971,DC05,kids,Tees & Tanks,2-Mass,13.99,2020-02-04,,accepted,24,34,46,0
66136862,DC02,women,Tops & Blouses & Shirts,1-Value,7.99,2020-01-29,,accepted,30,37,161,0
66868029,DC05,women,Dresses,2-Mass,15.99,2020-02-08,,accepted,33,35,76,0
64736446,DC02,kids,Tees & Tanks,1-Value,6.99,2020-01-04,2020-02-09,accepted,43,47,46,0
66021658,DC05,women,Jeans,1-Value,17.99,2020-01-28,,accepted,24,40,50,0
66885161,DC03,women,Pants,2-Mass,9.99,2020-02-08,,accepted,27,60,69,3
67179779,DC05,women,Pants,2-Mass,,,,accepted,30,110,41,0
64874561,DC03,women,Tops & Blouses & Shirts,2-Mass,11.99,2020-01-08,,accepted,25,26,29,0
67011365,DC02,women,Pants,3-Premium,32.99,2020-02-12,,accepted,30,112,69,0
65029451,DC05,kids,Shorts,1-Value,7.99,2020-01-11,,accepted,18,26,39,0
64827512,DC03,women,,,,,,rejected,42,0,0,0
66852608,DC02,women,Jeans,1-Value,15.99,2020-02-07,,accepted,18,36,131,0
64917937,DC04,women,,,,,,rejected,65,13,0,0
65433071,DC02,women,,2-Mass,,,,rejected,24,296,0,0
64842653,DC05,women,Dresses,1-Value,21.99,2020-01-11,2020-01-11,accepted,79,142,61,0
65653065,DC05,women,Tees & Tanks,1-Value,10.99,2020-01-22,,accepted,37,40,36,0
65054875,DC04,women,Active Tops,1-Value,12.99,2020-01-10,2020-01-14,accepted,21,26,40,0
65870877,DC03,women,,3-Premium,,,,rejected,20,76,0,0
65420862,DC02,women,Dresses,3-Premium,45.99,2020-01-16,2020-01-17,accepted,37,38,43,0
65195835,DC05,women,Tees & Tanks,1-Value,,,,rejected,16,41,0,0
65498928,DC05,women,Jeans,2-Mass,13.99,2020-01-17,2020-01-22,accepted,23,45,53,0
65083050,DC05,women,Tops & Blouses & Shirts,1-Value,15.99,2020-01-11,,accepted,23,74,80,0
66122330,DC05,women,Active Pants,1-Value,10.99,2020-01-29,,accepted,26,41,69,0
66264653,DC04,women,Coats & Jackets,1-Value,13.99,2020-01-30,2020-02-03,accepted,15,24,85,0
64866812,DC02,women,,,,,,rejected,94,8,0,0
66638759,DC03,women,Jeans,1-Value,12.99,2020-02-05,,accepted,102,56,48,0
65221126,DC05,women,Tops & Blouses & Shirts,1-Value,16.99,2020-01-15,,accepted,34,62,57,0
66643260,DC02,women,Jeans,2-Mass,13.99,2020-02-05,,accepted,52,72,123,0
67133790,DC05,women,Sweaters,1-Value,8.99,2020-02-13,,accepted,7,47,38,0
66026652,DC05,women,Tees & Tanks,1-Value,6.99,2020-01-29,,accepted,48,42,98,0
66082378,DC05,women,Sweatshirts & Fleece,2-Mass,24.99,2020-01-28,,accepted,36,57,39,0
66790152,DC02,women,Pants,2-Mass,8.99,2020-02-07,,accepted,23,56,33,0
66052346,DC05,women,Sweaters,3-Premium,66.99,2020-01-28,,accepted,32,40,43,0
64674636,DC02,women,Sweaters,2-Mass,18.99,2020-01-03,2020-01-06,accepted,37,36,57,0
65339103,DC04,kids,Tops & Blouses & Shirts,1-Value,5.99,2020-01-15,,accepted,21,15,63,0
66882495,DC02,women,Shoes,2-Mass,12.99,2020-02-08,2020-02-08,accepted,26,30,36,0
66783752,DC02,kids,Sweaters,,13.99,2020-02-06,,accepted,21,39,36,0
65334242,DC03,women,Tops & Blouses & Shirts,2-Mass,8.99,2020-01-14,,accepted,30,38,72,0
66395039,DC04,women,Boots,3-Premium,45.99,2020-01-31,2020-02-05,accepted,28,50,126,0
65821916,DC03,women,Tops & Blouses & Shirts,2-Mass,8.99,2020-01-23,,accepted,36,47,69,3
67252970,DC05,women,Handbags,3-Premium,,,,rejected,40,82,152,0
65051443,DC02,women,Tops & Blouses & Shirts,1-Value,25.99,2020-01-10,,accepted,45,42,49,0
66169752,DC05,women,Skirts & Skorts,4-Designer,35.99,2020-02-01,,accepted,27,63,47,0
65313963,DC02,women,Blazers,1-Value,29.99,2020-01-15,,accepted,45,50,74,0
66367868,DC05,women,Skirts & Skorts,1-Value,9.99,2020-02-01,,accepted,34,33,35,0
66519148,DC05,women,Active Tops,1-Value,17.99,2020-02-04,2020-02-07,accepted,33,64,30,0
64967240,DC04,women,Tops & Blouses & Shirts,4-Designer,53.99,2020-01-09,2020-01-10,accepted,25,29,65,0
65521642,DC05,kids,Pants,1-Value,14.99,2020-01-18,,accepted,39,24,50,0
67340304,DC03,women,Tees & Tanks,1-Value,,,,rejected,30,40,0,0
65671711,DC05,women,Tops & Blouses & Shirts,2-Mass,13.99,2020-01-22,2020-02-01,accepted,24,32,28,0
66066079,DC02,women,Dresses,1-Value,11.99,2020-01-28,,accepted,33,36,29,0
65000335,DC03,women,Dresses,3-Premium,26.99,2020-01-10,,accepted,34,57,50,0
65986975,DC04,kids,Jeans,1-Value,,,,rejected,18,16,0,0
65302836,DC05,women,Tees & Tanks,1-Value,8.99,2020-01-15,2020-01-28,accepted,24,35,70,0
66500836,DC05,women,Sweaters,3-Premium,69.99,2020-02-04,,accepted,29,29,42,0
66121392,DC05,women,Tops & Blouses & Shirts,1-Value,13.99,2020-01-31,,accepted,29,53,36,0
65152677,DC02,women,Dresses,4-Designer,59.99,2020-01-11,,accepted,23,32,121,0
66956238,DC03,women,Tops & Blouses & Shirts,1-Value,,,,rejected,57,32,0,0
65367716,DC05,women,Tops & Blouses & Shirts,2-Mass,18.99,2020-01-16,2020-01-17,accepted,18,30,33,0
64830763,DC02,women,Tops & Blouses & Shirts,2-Mass,24.99,2020-01-07,2020-01-13,accepted,17,39,17,0
66439806,DC05,women,Tops & Blouses & Shirts,1-Value,9.99,2020-02-01,2020-02-05,accepted,37,85,90,0
66474626,DC02,women,Jeans,2-Mass,8.99,2020-02-01,,accepted,43,42,79,0
65628001,DC02,women,Dresses,1-Value,11.99,2020-01-18,,accepted,35,53,33,0
66304978,DC04,women,Sweaters,2-Mass,30.99,2020-01-31,2020-02-03,accepted,20,35,50,0
65301201,DC04,kids,Dresses,1-Value,13.99,2020-01-17,,accepted,46,33,80,0
65486553,DC02,women,Sweaters,2-Mass,18.99,2020-01-17,,accepted,21,80,51,0
66319371,DC04,women,Tops & Blouses & Shirts,3-Premium,18.99,2020-01-31,,accepted,24,62,33,0
66814464,DC05,women,Active Tops,1-Value,12.99,2020-02-07,,accepted,31,76,35,0
66954743,DC02,women,Pants,1-Value,11.99,2020-02-08,,accepted,29,42,26,0
65815903,DC02,women,Sweaters,1-Value,8.99,2020-01-23,2020-01-24,accepted,18,30,41,0
66755322,DC02,women,Scarves & Wraps,1-Value,,,,rejected,92,56,0,0
65933836,DC02,kids,Winter Accessories,1-Value,7.99,2020-01-25,,accepted,18,29,43,0
66249498,DC03,women,Tees & Tanks,1-Value,9.99,2020-01-29,,accepted,22,29,106,0
65001359,DC05,women,Tops & Blouses & Shirts,3-Premium,17.99,2020-01-10,,accepted,21,40,37,0
65336427,DC05,women,Tops & Blouses & Shirts,1-Value,12.99,2020-01-15,,accepted,17,128,55,0
65794875,DC05,women,Tops & Blouses & Shirts,1-Value,7.99,2020-01-23,,accepted,40,34,34,0
67050806,DC04,women,Pants,1-Value,,,,rejected,70,37,0,0
66127432,DC05,women,Shoes,3-Premium,22.99,2020-01-30,,accepted,27,39,33,0
65656958,DC05,women,Tops & Blouses & Shirts,3-Premium,20.99,2020-01-24,,accepted,21,41,85,0
66287846,DC04,women,Handbags,1-Value,23.99,2020-01-31,,accepted,27,49,213,0
66318774,DC02,kids,Tops & Blouses & Shirts,,10.99,2020-01-31,,accepted,23,21,74,0
65851761,DC02,kids,Tees & Tanks,2-Mass,15.99,2020-01-25,,accepted,19,24,103,0
65924940,DC02,women,Tops & Blouses & Shirts,3-Premium,30.99,2020-01-25,2020-02-01,accepted,23,59,77,0
65072525,DC05,kids,Overalls,1-Value,13.99,2020-01-11,2020-01-15,accepted,23,59,50,0
65024844,DC05,women,Tops & Blouses & Shirts,2-Mass,24.99,2020-01-10,2020-01-20,accepted,38,59,52,0
65133484,DC04,women,Tops & Blouses & Shirts,1-Value,19.99,2020-01-12,2020-01-24,accepted,16,32,48,0
65916000,DC03,women,,,,,,rejected,57,13,0,0
65626753,DC05,women,Tops & Blouses & Shirts,2-Mass,11.99,2020-01-22,,accepted,226,66,47,0
66931184,DC04,women,Handbags,1-Value,17.99,2020-02-09,,accepted,7,27,222,0
66766064,DC02,women,Jeans,1-Value,12.99,2020-02-07,2020-02-09,accepted,25,31,357,0
64850104,DC02,women,Coats & Jackets,4-Designer,81.99,2020-01-08,2020-02-11,accepted,43,30,32,0
66969715,DC02,women,Tops & Blouses & Shirts,3-Premium,42.99,2020-02-08,,accepted,22,52,154,0
65696976,DC03,women,Coats & Jackets,2-Mass,24.99,2020-01-22,,accepted,21,68,26,6
65141617,DC05,women,Active Tops,1-Value,18.99,2020-01-11,,accepted,21,74,122,0
67191283,DC05,women,Dresses,2-Mass,,,,rejected,21,93,170,0
65176295,DC03,women,Tops & Blouses & Shirts,2-Mass,24.99,2020-01-11,,accepted,25,33,27,0
65849333,DC04,women,Tees & Tanks,1-Value,,,,rejected,36,68,0,0
66002446,DC04,women,Shorts,1-Value,15.99,2020-01-29,,accepted,15,37,66,0
65657046,DC05,women,Sweatshirts & Fleece,1-Value,22.99,2020-01-19,2020-01-21,accepted,29,24,38,0
67217188,DC02,kids,Tees & Tanks,,,,,rejected,17,59,0,0
64933964,DC02,women,Tops & Blouses & Shirts,1-Value,,,,rejected,27,30,0,0
66555948,DC04,women,Jeans,2-Mass,11.99,2020-02-04,,accepted,53,42,20,0
66523995,DC05,women,Jeans,3-Premium,28.99,2020-02-04,,accepted,26,85,54,0
66262004,DC05,women,Coats & Jackets,2-Mass,20.99,2020-02-01,,accepted,17,77,45,0
67237260,DC03,women,Skirts & Skorts,3-Premium,,,,rejected,21,28,138,3
